Column1,Column2,Column9,Column14
2979551,Saint-Hilaire-de-Clisson,FR,44165
2979552,Saint-Hilaire-de-Chaléons,FR,44164
2979554,Saint-Hilaire-de-Brethmas,FR,30259
2979558,Saint-Hilaire-Cottes,FR,62750
2979559,Saint-Hilaire-Bonneval,FR,87148
2979569,Saint-Hilaire,FR,03238
2979574,Saint-Hilaire,FR,38395
2979577,Saint-Hilaire,FR,47175
2979578,Saint-Hilaire,FR,31486
2979579,Saint-Hilaire,FR,11344
2979585,Saint-Hernin,FR,29250
2979589,Saint-Herblon,FR,44163
2979590,Saint-Herblain,FR,44162
2979592,Saint-Henri,FR,13055
2979595,Saint-Hélen,FR,22299
2979596,Saint-Héand,FR,42234
2979597,Saint-Haon-le-Vieux,FR,42233
2979598,Saint-Haon-le-Châtel,FR,42232
2979600,Saint-Guyomard,FR,56219
2979602,Saint-Guinoux,FR,35279
2979619,Saint-Grégoire,FR,35278
2979624,Saint-Gravé,FR,56218
2979627,Saint-Gratien,FR,95555
2979633,Saint-Gouéno,FR,22046
2979638,Saint-Gonnery,FR,56215
2979641,Saint-Gondran,FR,35276
2979642,Saint-Gondon,FR,45280
2979648,Saint-Gobain,FR,02680
2979649,Saint-Goazec,FR,29249
2979650,Saint-Glen,FR,22296
2979653,Saint-Girons-d'Aiguevives,FR,33416
2979657,Saint-Girons,FR,09261
2979660,Saint-Gingolph,FR,74237
2979662,Saint-Gilles-Croix-de-Vie,FR,85222
2979669,Saint-Gilles-de-la-Neuville,FR,76586
2979672,Saint-Gilles,FR,50483
2979673,Saint-Gilles,FR,35275
2979679,Saint-Gilles,FR,30258
2979680,Saint-Gildas-des-Bois,FR,44161
2979681,Saint-Gildas-de-Rhuys,FR,56214
2979692,Saint-Gervasy,FR,30257
2979693,Saint-Gervais-sur-Roubion,FR,26305
2979694,Saint-Gervais-sur-Mare,FR,34260
2979697,Saint-Gervais-les-Trois-Clochers,FR,86224
2979698,Saint-Gervais-les-Bains,FR,74236
2979699,Saint-Gervais-la-Forêt,FR,41212
2979701,Saint-Gervais-en-Belin,FR,72287
2979705,Saint-Gervais-d'Auvergne,FR,63354
2979706,Saint-Gervais,FR,95554
2979707,Saint-Gervais,FR,85221
2979712,Saint-Gervais,FR,33415
2979715,Saint-Gervais,FR,30256
2979722,Saint-Germer-de-Fly,FR,60577
2979724,Saint-Germain-Village,FR,27467
2979730,Saint-Germain-sur-Morin,FR,77413
2979731,Saint-Germain-sur-Moine,FR,49301
2979733,Saint-Germain-Nuelles,FR,69208
2979734,Saint-Germain-sur-Ille,FR,35274
2979738,Saint-Germain-sur-Ay,FR,50481
2979739,Saint-Germain-sur-Avre,FR,27548
2979744,Saint-Germainmont,FR,08381
2979745,Saint-Germain-l'Herm,FR,63353
2979747,Saint-Germain-le-Vasson,FR,14589
2979748,Saint-Germain-les-Vergnes,FR,19207
2979750,Saint-Germain-Lespinasse,FR,42231
2979752,Saint-Germain-lès-Corbeil,FR,91553
2979754,Saint-Germain-les-Belles,FR,87146
2979755,Saint-Germain-lès-Arpajon,FR,91552
2979756,Saint-Germain-lès-Arlay,FR,39017
2979758,Saint-Germain-Lembron,FR,63352
2979762,Saint-Germain-le-Gaillard,FR,50480
2979764,Saint-Germain-le-Fouilloux,FR,53224
2979765,Saint-Germain-le-Châtelet,FR,90091
2979766,Saint-Germain-Laxis,FR,77410
2979768,Saint-Germain-la-Ville,FR,51482
2979770,Saint-Germain-Laval,FR,77409
2979771,Saint-Germain-Laval,FR,42230
2979772,Saint-Germain-Laprade,FR,43190
2979779,Saint-Germain-la-Campagne,FR,27547
2979780,Saint-Germain-la-Blanche-Herbe,FR,14587
2979783,Saint-Germain-en-Laye,FR,78551
2979784,Saint-Germain-en-Coglès,FR,35273
2979787,Saint-Germain-du-Teil,FR,48156
2979789,Saint-Germain-du-Salembre,FR,24418
2979790,Saint-Germain-du-Puy,FR,18213
2979791,Saint-Germain-du-Puch,FR,33413
2979792,Saint-Germain-du-Plain,FR,71420
2979793,Saint-Germain-du-Pinel,FR,35272
2979795,Saint-Germain-du-Crioult,FR,14174
2979796,Saint-Germain-du-Corbéis,FR,61397
2979797,Saint-Germain-du-Bois,FR,71419
2979798,Saint-Germain-du-Bel-Air,FR,46267
2979807,Saint-Germain-des-Prés,FR,45279
2979808,Saint-Germain-des-Prés,FR,49284
2979810,Saint-Germain-des-Prés,FR,81251
2979812,Saint-Germain-des-Fossés,FR,03236
2979816,Saint-Germain-des-Bois,FR,18212
2979819,Saint-Germain-de-Prinçay,FR,85220
2979825,Saint-Germain-de-Marencennes,FR,17340
2979826,Saint-Germain-de-Lusignan,FR,17339
2979829,Saint-Germain-de-Livet,FR,14582
2979832,Saint-Germain-de-la-Grange,FR,78550
2979833,Saint-Germain-de-la-Coudre,FR,61394
2979834,Saint-Germain-de-Joux,FR,01357
2979861,Saint-Germain,FR,10340
2979865,Saint-Germain,FR,70464
2979869,Saint-Germain,FR,86223
2979872,Saint-Germain,FR,07241
2979873,Saint-Géréon,FR,44003
2979876,Saint-Gérand-le-Puy,FR,03235
2979879,Saint-Gérand,FR,56213
2979880,Saint-Geours-de-Maremne,FR,40261
2979882,Saints-Geosmes,FR,52449
2979884,Saint-Georges-sur-Moulon,FR,18211
2979885,Saint-Georges-sur-Loire,FR,49283
2979886,Saint-Georges-sur-Layon,FR,49125
2979887,Saint-Georges-sur-la-Prée,FR,18210
2979889,Saint-Georges-sur-Fontaine,FR,76580
2979890,Saint-Georges-sur-Eure,FR,28337
2979892,Saint-Georges-sur-Cher,FR,41211
2979893,Saint-Georges-sur-Baulche,FR,89346
2979895,Saint-Georges-sur-Allier,FR,63350
2979897,Saint-Georges-Motel,FR,27543
2979898,Saint-Georges-Montcocq,FR,50475
2979900,Saint-Georges-les-Bains,FR,07240
2979901,Saint-Georges-lès-Baillargeaux,FR,86222
2979902,Saint-Georges-le-Gaultier,FR,72282
2979905,Saint-Georges-Haute-Ville,FR,42228
2979908,Saint-Georges-du-Vièvre,FR,27542
2979912,Saint-Georges-du-Bois,FR,72280
2979914,Saint-Georges-du-Bois,FR,17338
2979917,Saint-Georges-des-Sept-Voies,FR,49261
2979920,Saint-Georges-des-Groseillers,FR,61391
2979921,Saint-Georges-des-Coteaux,FR,17336
2979923,Saint-Georges-de-Rouelley,FR,50474
2979925,Saint-Georges-de-Reneins,FR,69206
2979926,Saint-Georges-de-Reintembault,FR,35271
2979928,Saint-Georges-de-Pointindoux,FR,85218
2979929,Saint-Georges-de-Noisné,FR,79253
2979930,Saint-Georges-de-Montaigu,FR,85146
2979931,Saint-Georges-de-Mons,FR,63349
2979933,Saint-Georges-de-Luzençon,FR,12225
2979941,Saint-Georges-de-Didonne,FR,17333
2979943,Saint-Georges-de-Commiers,FR,38388
2979951,Saint-Georges-Buttavent,FR,53219
2979969,Saint-Georges,FR,47328
2979976,Saint-Geoire-en-Valdaine,FR,38386
2979977,Saint-Genouph,FR,37219
2979978,Saint-Genou,FR,36194
2979979,Saint-Genix-sur-Guiers,FR,73236
2979983,Saint-Genis-Pouilly,FR,01354
2979984,Saint-Genis-les-Ollières,FR,69205
2979985,Saint-Genis-Laval,FR,69204
2979986,Saint-Genis-l'Argentière,FR,69203
2979988,Saint-Genis-d'Hiersac,FR,16320
2979989,Saint-Genis-de-Saintonge,FR,17331
2979993,Saint-Génis-des-Fontaines,FR,66175
2979995,Saint-Geniez-d'Olt,FR,12224
2979998,Saint-Geniès-de-Fontedit,FR,34258
2980001,Saint-Geniès-des-Mourgues,FR,34256
2980002,Saint-Geniès-de-Malgoirès,FR,30255
2980003,Saint-Geniès-de-Comolas,FR,30254
2980004,Saint-Geniès-Bellevue,FR,31484
2980005,Saint-Geniès,FR,24412
2980006,Saint-Gengoux-le-National,FR,71417
2980007,Saint-Gengoux-de-Scissé,FR,71416
2980011,Saint-Genest-Malifaux,FR,42224
2980012,Saint-Genest-Lerpt,FR,42223
2980025,Saint-Genès-de-Fronsac,FR,33407
2980029,Saint-Genès-Champanelle,FR,63345
2980031,Saint-Gence,FR,87143
2980033,Saint-Gély-du-Fesc,FR,34255
2980035,Saint-Gelais,FR,79249
2980039,Saint-Gauzens,FR,81248
2980040,Saint-Gaultier,FR,36192
2980045,Saint-Gaudens,FR,31483
2980046,Saint-Gatien-des-Bois,FR,14578
2980052,Saint-Galmier,FR,42222
2980057,Saint-Fuscien,FR,80702
2980059,Saint-Fulgent,FR,85215
2980062,Saint-Front-sur-Lémance,FR,47242
2980063,Saint-Front-la-Rivière,FR,24410
2980064,Saint-Front-de-Pradoux,FR,24409
2980067,Saint-Front,FR,43186
2980068,Saint-Fromond,FR,50468
2980075,Saint-Frégant,FR,29248
2980080,Saint-François,FR,03208
2980086,Saint-Fraimbault,FR,61387
2980087,Saint-Fraimbault-de-Prières,FR,53216
2980089,Saint-Fortunat-sur-Eyrieux,FR,07237
2980091,Saint-Fort-sur-Gironde,FR,17328
2980092,Saint-Fort,FR,53062
2980094,Saint-Forgeux,FR,69200
2980095,Saint-Forget,FR,78548
2980096,Saint-Forgeot,FR,71414
2980097,Saint-Fons,FR,69199
2980098,Saint-Folquin,FR,62748
2980100,Saint-Flovier,FR,37218
2980104,Saint-Flour,FR,15187
2980107,Saint-Florent-sur-Cher,FR,18207
2980108,Saint-Florent-sur-Auzonnet,FR,30253
2980109,Saint-Florent-le-Vieil,FR,49244
2980111,Saint-Florentin,FR,89345
2980113,Saint-Florent-des-Bois,FR,85213
2980115,Saint-Florent,FR,2B298
2980117,Saint-Firmin-sur-Loire,FR,45276
2980120,Saint-Firmin-des-Prés,FR,41209
2980125,Saint-Firmin,FR,71413
2980126,Saint-Fiel,FR,23195
2980127,Saint-Fiacre-sur-Maine,FR,44159
2980135,Saint-Ferréol-des-Côtes,FR,63341
2980139,Saint-Ferréol,FR,74234
2980144,Saint-Félix-Lauragais,FR,31478
2980152,Saint-Félix-de-Lodez,FR,34254
2980157,Saint-Félix,FR,60574
2980160,Saint-Félix,FR,74233
2980163,Saint-Féliu-d'Avall,FR,66174
2980164,Saint-Féliu-d'Amont,FR,66173
2980165,Saint-Félicien,FR,07236
2980166,Saint-Faust,FR,64478
2980169,Saint-Fargeau-Ponthierry,FR,77407
2980170,Saint-Fargeau,FR,89344
2980173,Saint-Exupéry-les-Roches,FR,19201
2980182,Sainte-Verge,FR,79300
2980184,Saint-Évarzec,FR,29247
2980185,Sainte-Valière,FR,11366
2980186,Saint-Eutrope-de-Born,FR,47241
2980192,Saint-Eustache-la-Forêt,FR,76576
2980197,Saint-Eusèbe,FR,71412
2980205,Sainte-Tulle,FR,04197
2980210,Saint-Étienne-Vallée-Française,FR,48148
2980214,Saint-Étienne-sur-Chalaronne,FR,01351
2980219,Saint-Étienne-lès-Remiremont,FR,88415
2980220,Saint-Étienne-les-Orgues,FR,04178
2980221,Saint-Étienne-le-Molard,FR,42219
2980223,Saint-Étienne-la-Varenne,FR,69198
2980225,Saint-Étienne-Lardeyrol,FR,43181
2980230,Le Dévoluy,FR,05139
2980231,Saint-Étienne-en-Coglès,FR,35257
2980232,Saint-Étienne-en-Bresse,FR,71410
2980234,Saint-Étienne-du-Vauvray,FR,27537
2980235,Saint-Étienne-du-Valdonnez,FR,48147
2980236,Saint-Étienne-du-Rouvray,FR,76575
2980238,Saint-Étienne-du-Grès,FR,13094
2980239,Saint-Étienne-du-Bois,FR,85210
2980240,Saint-Étienne-du-Bois,FR,01350
2980246,Saint-Etienne-de-Tulmont,FR,82161
2980247,Saint-Étienne-de-Tinée,FR,06120
2980248,Saint-Étienne-des-Sorts,FR,30251
2980249,Saint-Étienne-des-Oullières,FR,69197
2980256,Saint-Étienne-de-Saint-Geoirs,FR,38384
2980259,Saint-Étienne-de-Montluc,FR,44158
2980260,Saint-Étienne-de-Mer-Morte,FR,44157
2980261,Saint-Étienne-de-Maurs,FR,15184
2980266,Saint-Étienne-de-Fursac,FR,23192
2980267,Saint-Étienne-de-Fougères,FR,47239
2980268,Saint-Étienne-de-Fontbellon,FR,07231
2980269,Saint-Etienne-de-Cuines,FR,73231
2980270,Saint-Étienne-de-Crossey,FR,38383
2980271,Corcoué-sur-Logne,FR,44156
2980274,Saint-Étienne-de-Chigny,FR,37217
2980278,Saint-Étienne-de-Baïgorry,FR,64477
2980283,Saint-Étienne-au-Mont,FR,62746
2980291,Saint-Étienne,FR,42218
2980301,Sainte-Terre,FR,33485
2980302,Sainte-Suzanne-sur-Vire,FR,50556
2980304,Sainte-Suzanne,FR,53255
2980305,Sainte-Suzanne,FR,25526
2980313,Saint-Estève,FR,66172
2980315,Saint-Estèphe,FR,24398
2980317,Saint-Estèphe,FR,33395
2980320,Sainte-Soulle,FR,17407
2980324,Sainte-Solange,FR,18235
2980325,Saintes-Maries-de-la-Mer,FR,13096
2980328,Sainte-Sigolène,FR,43224
2980329,Sainte-Sévère-sur-Indre,FR,36208
2980330,Sainte-Sévère,FR,16349
2980331,Sainte-Sève,FR,29265
2980334,Sainte-Scolasse-sur-Sarthe,FR,61454
2980335,Sainte-Savine,FR,10362
2980336,Sainte-Sabine-sur-Longève,FR,72319
2980340,Saintes,FR,17415
2980344,Saint-Erme-Outre-et-Ramecourt,FR,02676
2980345,Sainte-Reine-de-Bretagne,FR,44189
2980350,Saint-Erblon,FR,35266
2980354,Sainte-Radégonde-des-Noyers,FR,85267
2980356,Sainte-Radegonde,FR,79329
2980364,Sainte-Radegonde,FR,12241
2980372,Sainte-Pazanne,FR,44186
2980375,Saint-Épain,FR,37216
2980376,Sainte-Ouenne,FR,79284
2980384,Sainteny,FR,50564
2980386,Saint-Ennemond,FR,03229
2980387,Sainte-Néomaye,FR,79283
2980392,Saint-Émilion,FR,33394
2980397,Sainte-Mère-Église,FR,50523
2980400,Sainte-Menehould,FR,51507
2980402,Sainte-Maxime,FR,83115
2980403,Sainte-Maure-de-Touraine,FR,37226
2980405,Sainte-Maure,FR,10352
2980408,Sainte-Marthe,FR,13055
2980410,Sainte-Marie-sur-Ouche,FR,21559
2980411,Sainte-Marie-Plage,FR,66182
2980413,Sainte-Marie-Laumont,FR,14061
2980417,Sainte-Marie-la-Blanche,FR,21558
2980418,Sainte-Marie-Kerque,FR,62756
2980421,Sainte-Marie-du-Mont,FR,50509
2980427,Sainte-Marie-des-Champs,FR,76610
2980429,Sainte-Marie-de-Ré,FR,17360
2980430,Sainte-Marie-de-Gosse,FR,40271
2980432,Sainte-Marie-de-Cuines,FR,73255
2980437,Sainte-Marie-Cappel,FR,59536
2980438,Sainte-Marie-aux-Mines,FR,68298
2980439,Sainte-Marie-aux-Chênes,FR,57620
2980446,Sainte-Marie,FR,35294
2980447,Sainte-Marie,FR,25523
2980457,Sainte-Marguerite-sur-Duclair,FR,76608
2980467,Sainte-Marguerite,FR,13055
2980469,Sainte-Marguerite-sur-Mer,FR,76605
2980476,Sainte-Marguerite,FR,88424
2980488,Sainte-Luce-sur-Loire,FR,44172
2980492,Saint-Éloy-les-Mines,FR,63338
2980494,Saint-Éloy-de-Gy,FR,18206
2980507,Saint-Éloi,FR,58238
2980514,Sainte-Lizaigne,FR,36199
2980517,Saint-Élix-le-Château,FR,31476
2980519,Sainte-Livrade-sur-Lot,FR,47252
2980522,Saint-Éliph,FR,28335
2980523,Saint-Élier,FR,27535
2980531,Sainte-Julie,FR,01366
2980532,Sainte-Jamme-sur-Sarthe,FR,72289
2980536,Sainte-Honorine-la-Chardonne,FR,61407
2980537,Sainte-Honorine-du-Fay,FR,14592
2980541,Sainte-Hermine,FR,85223
2980542,Sainte-Hélène-sur-Isère,FR,73241
2980543,Sainte-Hélène-du-Lac,FR,73240
2980544,Sainte-Hélène-Bondeville,FR,76587
2980547,Sainte-Hélène,FR,56220
2980550,Sainte-Hélène,FR,33417
2980554,Sainte-Geneviève-sur-Argence,FR,12223
2980555,Sainte-Geneviève-lès-Gasny,FR,27540
2980558,Sainte-Geneviève-des-Bois,FR,91549
2980559,Sainte-Geneviève-des-Bois,FR,45278
2980562,Sainte-Geneviève,FR,60575
2980565,Sainte-Gemmes-sur-Loire,FR,49278
2980566,Sainte-Gemmes-le-Robert,FR,53218
2980568,Sainte-Gemme-Moronval,FR,28332
2980570,Sainte-Gemme-la-Plaine,FR,85216
2980577,Sainte-Gemme,FR,17330
2980579,Sainte-Gemme,FR,81249
2980581,Sainte-Gauburge-Sainte-Colombe,FR,61389
2980584,Sainte-Foy-Tarentaise,FR,73232
2980586,Sainte-Foy-lès-Lyon,FR,69202
2980587,Sainte-Foy-l'Argentière,FR,69201
2980589,Sainte-Foy-la-Grande,FR,33402
2980590,Sainte-Foy-de-Peyrolières,FR,31481
2980597,Sainte-Foy,FR,85214
2980601,Sainte-Fortunade,FR,19203
2980603,Sainte-Florine,FR,43185
2980604,Sainte-Florence,FR,85084
2980606,Sainte-Flaive-des-Loups,FR,85211
2980610,Sainte-Feyre,FR,23193
2980611,Sainte-Féréole,FR,19202
2980616,Sainte-Euphémie,FR,01353
2980617,Sainte-Eulalie-en-Born,FR,40257
2980624,Sainte-Eulalie-en-Royans,FR,26302
2980625,Sainte-Eulalie,FR,33397
2980632,Saint-Escobille,FR,91547
2980633,Sainte-Enimie,FR,48146
2980636,Saint-Égrève,FR,38382
2980637,Sainte-Eanne,FR,79246
2980644,Sainte-Croix-sur-Buchy,FR,76571
2980646,Sainte-Croix-Hague,FR,50041
2980648,Sainte-Croix-en-Plaine,FR,68295
2980650,Sainte-Croix-du-Mont,FR,33392
2980651,Sainte-Croix-Volvestre,FR,09257
2980654,Sainte-Croix-de-Quintillargues,FR,34248
2980658,Sainte-Croix-aux-Mines,FR,68294
2980662,Sainte-Croix,FR,01342
2980668,Sainte-Consorce,FR,69190
2980676,Sainte-Colombe-en-Bruilhois,FR,47238
2980684,Sainte-Colombe,FR,77404
2980691,Sainte-Colombe,FR,69189
2980698,Sainte-Colombe,FR,40252
2980704,Sainte-Christine,FR,49092
2980711,Sainte-Cécile-les-Vignes,FR,84106
2980714,Sainte-Cécile,FR,50453
2980716,Sainte-Cécile,FR,85202
2980720,Sainte-Catherine,FR,69184
2980721,Sainte-Catherine-de-Fierbois,FR,37212
2980723,Sainte-Catherine,FR,62744
2980735,Saint-Ébremond-de-Bonfossé,FR,50095
2980737,Sainte-Blandine,FR,79185
2980738,Sainte-Blandine,FR,38369
2980742,Sainte-Bazeille,FR,47233
2980746,Sainte-Barbe,FR,57607
2980752,Sainte-Austreberthe,FR,76566
2980754,Sainte-Aulde,FR,77401
2980756,Sainte-Anne-sur-Vilaine,FR,35249
2980761,Sainte-Anne-sur-Brivet,FR,44152
2980762,Sainte-Anne-d'Auray,FR,56263
2980781,Sainte-Anne,FR,13055
2980783,Sainte-Anastasie-sur-Issole,FR,83111
2980788,Sainte-Agnès,FR,38350
2980789,Sainte-Agnès,FR,06113
2980790,Sainte-Agathe-la-Bouteresse,FR,42197
2980795,Sainte-Adresse,FR,76552
2980796,Saint-Dyé-sur-Loire,FR,41207
2980799,Saint-Drézéry,FR,34249
2980801,Saint-Doulchard,FR,18205
2980805,Saint-Donan,FR,22287
2980806,Saint-Domineuc,FR,35265
2980808,Saint-Dolay,FR,56212
2980810,Saint-Dizier-Leyrenne,FR,23189
2980816,Saint-Dizier,FR,52448
2980818,Saint-Dizant-du-Gua,FR,17325
2980823,Saint-Dionisy,FR,30249
2980825,Saint-Dier-d'Auvergne,FR,63334
2980827,Saint-Dié-des-Vosges,FR,88413
2980830,Saint-Didier-sur-Chalaronne,FR,01348
2980833,Saint-Didier-sous-Riverie,FR,69228
2980835,Saint-Didier-sous-Aubenas,FR,07229
2980836,Saint-Didier-en-Velay,FR,43177
2980842,Saint-Didier-des-Bois,FR,27534
2980843,Saint-Didier-de-la-Tour,FR,38381
2980844,Saint-Didier-de-Formans,FR,01347
2980849,Saint-Didier,FR,35264
2980856,Saint-Didier,FR,84108
2980860,Saint-Désirat,FR,07228
2980861,Saint-Désir,FR,14574
2980862,Saint-Désert,FR,71404
2980863,Saint-Derrien,FR,29244
2980868,Saint-Denis-sur-Sarthon,FR,61382
2980870,Saint-Denis-sur-Loire,FR,41206
2980872,Saint-Denis-sur-Coise,FR,42216
2980875,Saint-Denis-le-Vêtu,FR,50464
2980876,Saint-Denis-le-Thiboult,FR,76573
2980877,Saint-Denis-lès-Rebais,FR,77406
2980878,Saint-Denis-les-Ponts,FR,28334
2980880,Saint-Denis-lès-Bourg,FR,01344
2980883,Saint-Denis-la-Chevasse,FR,85208
2980885,Saint-Denis-en-Val,FR,45274
2980886,Saint-Denis-en-Bugey,FR,01345
2980891,Saint-Denis-d'Oléron,FR,17323
2980898,Saint-Denis-de-Pile,FR,33393
2980900,Saint-Denis-de-Méré,FR,14572
2980905,Saint-Denis-de-Gastines,FR,53211
2980906,Saint-Denis-de-Cabanne,FR,42215
2980916,Saint-Denis,FR,93066
2980917,Saint-Denis-lès-Sens,FR,89342
2980932,Saint-Cyr-sur-Morin,FR,77405
2980933,Saint-Cyr-sur-Mer,FR,83112
2980934,Saint-Cyr-sur-Menthon,FR,01343
2980935,Saint-Cyr-sur-Loire,FR,37214
2980936,Saint-Cyr-sur-le-Rhône,FR,69193
2980937,Saint-Cyr-sous-Dourdan,FR,91546
2980938,Saint-Cyr-les-Vignes,FR,42214
2980941,Saint-Cyr-le-Gravelais,FR,53209
2980942,Saint-Cyr-l'École,FR,78545
2980950,Saint-Cyr-en-Val,FR,45272
2980953,Saint-Cyr-en-Bourg,FR,49060
2980956,Saint-Cyr-du-Ronceray,FR,14570
2980961,Saint-Cyr-des-Gâts,FR,85205
2980963,Saint-Cyr-de-Favières,FR,42212
2980971,Saint-Cyr,FR,86019
2980972,Saint-Cyr,FR,71402
2980973,Saint-Cyr,FR,87141
2980974,Saint-Cyr,FR,07227
2980975,Saint-Cyprien-sur-Dourdou,FR,12076
2980976,Saint-Cyprien-Plage,FR,66171
2980980,Saint-Cyprien,FR,42211
2980982,Saint-Cyprien,FR,24396
2980987,Saint-Cybardeaux,FR,16312
2980991,Saint-Cricq-Chalosse,FR,40253
2980993,Saint-Crespin-sur-Moine,FR,49301
2980996,Saint-Crépin-Ibouvillers,FR,60570
2981002,Saint-Crépin,FR,05136
2981008,Saint-Coulomb,FR,35263
2981013,Saint-Cosme-en-Vairais,FR,72276
2981015,Saint-Cornier-des-Landes,FR,61486
2981016,Saint-Corneille,FR,72275
2981018,Saint-Contest,FR,14566
2981020,Saint-Constant,FR,15181
2981024,Saint-Congard,FR,56211
2981025,Saint-Côme-et-Maruéjols,FR,30245
2981041,Saint-Cloud,FR,92064
2981044,Saint-Clet,FR,22283
2981046,Saint-Clément-sur-Valsonne,FR,69188
2981048,Saint-Clément-les-Places,FR,69187
2981049,Voulmentin,FR,79242
2981051,Saint-Clément-des-Levées,FR,49272
2981052,Saint-Clément-des-Baleines,FR,17318
2981054,Saint-Clément-de-la-Place,FR,49271
2981058,Saint-Clément-Rancoudray,FR,50456
2981059,Saint-Clément,FR,54472
2981060,Saint-Clément,FR,89338
2981065,Saint-Clément,FR,19194
2981073,Saint-Clément-de-Rivière,FR,34247
2981074,Saint-Claude-de-Diray,FR,41204
2981077,Saint-Claude,FR,39478
2981078,Saint-Claud,FR,16308
2981079,Saint-Clar-de-Rivière,FR,31475
2981080,Saint-Clar,FR,32370
2981081,Saint-Clair-sur-les-Monts,FR,76568
2981082,Saint-Clair-sur-l'Elle,FR,50455
2981084,Saint-Clair-sur-Epte,FR,95541
2981085,Saint-Clair-du-Rhône,FR,38378
2981087,Saint-Clair-de-la-Tour,FR,38377
2981088,Saint-Clair-de-Halouze,FR,61376
2981097,Saint-Clair,FR,07225
2981117,Saint-Ciers-sur-Gironde,FR,33389
2981119,Saint-Ciers-du-Taillon,FR,17317
2981120,Saint-Ciers-de-Canesse,FR,33388
2981121,Saint-Ciers-d'Abzac,FR,33387
2981127,Saint-Christophe-Vallon,FR,12215
2981129,Saint-Christophe-sur-le-Nais,FR,37213
2981130,Saint-Christophe-sur-Guiers,FR,38376
2981131,Saint-Christophe-sur-Dolaison,FR,43174
2981141,Saint-Christophe-en-Brionnais,FR,71399
2981142,Saint-Christophe-en-Bresse,FR,71398
2981145,Saint-Christophe-du-Luat,FR,53097
2981146,Saint-Christophe-du-Ligneron,FR,85204
2981149,Saint-Christophe-du-Bois,FR,49269
2981152,Saint-Christophe-des-Bois,FR,35260
2981153,Saint-Christophe-des-Bardes,FR,33384
2981163,Saint-Christophe,FR,17315
2981172,Saint-Christoly-de-Blaye,FR,33382
2981173,Saint-Christol-les-Alès,FR,30243
2981177,Saint-Christol,FR,84107
2981178,Saint-Christol,FR,34246
2981179,Saint-Christo-en-Jarez,FR,42208
2981183,Saint-Chinian,FR,34245
2981190,Saint-Chéron,FR,91540
2981193,Saint-Chély-d'Apcher,FR,48140
2981195,Saint-Chef,FR,38374
2981199,Saint-Chartier,FR,36184
2981204,Saint-Chaptes,FR,30241
2981206,Saint-Chamond,FR,42207
2981209,Saint-Chamas,FR,13092
2981211,Saint-Chamant,FR,19192
2981214,Saint-Chaffrey,FR,05133
2981217,Saint-Cézaire-sur-Siagne,FR,06118
2981224,Saint-Cernin,FR,15175
2981227,Saint-Cergues,FR,74229
2981228,Saint-Céré,FR,46251
2981234,Saint-Castin,FR,64472
2981237,Saint-Cast-le-Guildo,FR,22282
2981238,Saint-Cassin,FR,73228
2981241,Saint-Cassien,FR,38373
2981243,Saint-Carreuc,FR,22281
2981245,Saint-Carné,FR,22280
2981247,Saint-Caradec,FR,22279
2981249,Saint-Capraise-de-Lalinde,FR,24382
2981251,Saint-Caprais-de-Bordeaux,FR,33381
2981259,Saint-Cannat,FR,13091
2981263,Saint-Calais,FR,72269
2981266,Saint-Bueil,FR,38372
2981267,Saint-Broladre,FR,35259
2981272,Saint-Brisson-sur-Loire,FR,45271
2981274,Saint-Bris-le-Vineux,FR,89337
2981280,Saint-Brieuc,FR,22278
2981281,Saint-Brice-sur-Vienne,FR,87140
2981283,Saint-Brice-sous-Forêt,FR,95539
2981284,Saint-Brice-Courcelles,FR,51474
2981285,Saint-Brice-en-Coglès,FR,35257
2981286,Saint-Brice-de-Landelles,FR,50452
2981288,Saint-Brice,FR,77403
2981291,Saint-Brice,FR,16304
2981294,Saint-Briac-sur-Mer,FR,35256
2981296,Saint-Brevin-les-Pins,FR,44154
2981303,Saint-Brès,FR,34244
2981304,Saint-Brandan,FR,22277
2981305,Saint-Branchs,FR,37211
2981309,Saint-Bon-Tarentaise,FR,73227
2981311,Saint-Bonnet-Tronçais,FR,03221
2981314,Saint-Bonnet-sur-Gironde,FR,17312
2981315,Saint-Bonnet-près-Riom,FR,63327
2981320,Saint-Bonnet-les-Oules,FR,42206
2981324,Saint-Bonnet-le-Courreau,FR,42205
2981325,Saint-Bonnet-le-Château,FR,42204
2981331,Saint-Bonnet-du-Gard,FR,30235
2981337,Saint-Bonnet-de-Rochefort,FR,03220
2981338,Saint-Bonnet-de-Mure,FR,69287
2981340,Saint-Bonnet-de-Joux,FR,71394
2981346,Saint-Bonnet-de-Chavagne,FR,38370
2981347,Saint-Bonnet-de-Bellac,FR,87139
2981348,Saint-Bonnet-Briance,FR,87138
2981355,Saint-Bonnet-en-Champsaur,FR,05132
2981358,Saint-Bômer-les-Forges,FR,61369
2981367,Saint-Blimont,FR,80700
2981370,Saint-Blaise-du-Buis,FR,38368
2981375,Saint-Blaise,FR,06117
2981379,Saint-Biez-en-Belin,FR,72268
2981382,Saint-Berthevin,FR,53201
2981384,Saint-Béron,FR,73226
2981388,Saint-Bernard,FR,38395
2981390,Saint-Berain-sous-Sanvignes,FR,71390
2981393,Saint-Benoît-sur-Loire,FR,45270
2981394,Saint-Benoît-la-Forêt,FR,37210
2981398,Saint-Benoît-du-Sault,FR,36182
